method,time_ms,memory_peak_kb
mysqli_prepared_static,98.4162,1884.7734375
mysqli_prepared_static,99.3819,1884.7734375
mysqli_prepared_static,96.7201,1884.7734375
mysqli_prepared_static,99.3,1884.7734375
mysqli_prepared_static,97.8826,1882.2734375
mysqli_prepared_static,100.4197,1882.2734375
mysqli_prepared_static,97.8386,1882.2734375
mysqli_prepared_static,96.1838,1882.2734375
mysqli_prepared_static,98.4079,1882.2734375
mysqli_prepared_static,96.7686,1882.2734375
mysqli_prepared_static,99.4335,1882.2734375
mysqli_prepared_static,101.5428,1882.2734375
mysqli_prepared_static,95.9961,1882.2734375
mysqli_prepared_static,98.714,1882.2734375
mysqli_prepared_static,96.6785,1882.2734375
mysqli_prepared_static,97.654,1882.2734375
mysqli_prepared_static,99.0691,1882.2734375
mysqli_prepared_static,96.6087,1882.2734375
mysqli_prepared_static,97.1978,1882.2734375
mysqli_prepared_static,98.4195,1882.2734375
mysqli_prepared_static,96.8789,1882.2734375
mysqli_prepared_static,96.2581,1882.2734375
mysqli_prepared_static,96.6171,1882.2734375
mysqli_prepared_static,98.4436,1882.2734375
mysqli_prepared_static,99.8503,1882.2734375
mysqli_prepared_static,97.8725,1882.2734375
mysqli_prepared_static,98.68,1882.2734375
mysqli_prepared_static,96.6478,1882.2734375
mysqli_prepared_static,98.7855,1882.2734375
mysqli_prepared_static,96.3293,1882.2734375
mysqli_prepared_static,97.6303,1882.2734375
mysqli_prepared_static,97.5231,1882.2734375
mysqli_prepared_static,97.2998,1882.2734375
mysqli_prepared_static,96.4782,1882.2734375
mysqli_prepared_static,97.1895,1882.2734375
mysqli_prepared_static,97.3588,1882.2734375
mysqli_prepared_static,97.6828,1871.2734375
mysqli_prepared_static,97.863,1871.2734375
mysqli_prepared_static,96.4606,1871.2734375
mysqli_prepared_static,97.8042,1871.2734375
mysqli_prepared_static,96.994,1871.2734375
mysqli_prepared_static,98.3003,1871.2734375
mysqli_prepared_static,102.1315,1871.2734375
mysqli_prepared_static,96.9985,1871.2734375
mysqli_prepared_static,98.6094,1871.2734375
mysqli_prepared_static,98.2499,1871.2734375
mysqli_prepared_static,98.9266,1871.2734375
mysqli_prepared_static,101.252,1871.2734375
mysqli_prepared_static,97.7261,1871.2734375
mysqli_prepared_static,96.1883,1871.2734375
mysqli_prepared_static,97.1473,1871.2734375
mysqli_prepared_static,97.3151,1871.2734375
mysqli_prepared_static,98.5575,1871.2734375
mysqli_prepared_static,96.9439,1871.2734375
mysqli_prepared_static,100.5962,1871.2734375
mysqli_prepared_static,104.2657,1871.2734375
mysqli_prepared_static,99.704,1871.2734375
mysqli_prepared_static,96.5734,1871.2734375
mysqli_prepared_static,97.2879,1871.2734375
mysqli_prepared_static,97.5792,1871.2734375
mysqli_prepared_static,97.9999,1871.2734375
mysqli_prepared_static,98.6148,1871.2734375
mysqli_prepared_static,98.8689,1871.2734375
mysqli_prepared_static,97.9344,1871.2734375
mysqli_prepared_static,95.9874,1871.2734375
