method,time_ms,memory_peak_kb
mysqli_prepared_static,16.2136,23.8046875
mysqli_prepared_static,15.5109,23.8046875
mysqli_prepared_static,15.4317,23.8046875
mysqli_prepared_static,16.9344,23.8046875
mysqli_prepared_static,20.375,23.8046875
mysqli_prepared_static,15.4705,23.8046875
mysqli_prepared_static,15.4512,23.8046875
mysqli_prepared_static,15.777,23.8046875
mysqli_prepared_static,15.4187,23.8046875
mysqli_prepared_static,15.3837,23.8046875
mysqli_prepared_static,15.3336,23.8046875
mysqli_prepared_static,15.3222,23.8046875
mysqli_prepared_static,14.5796,23.8046875
mysqli_prepared_static,15.2492,16.1953125
mysqli_prepared_static,15.2415,16.1953125
mysqli_prepared_static,15.1734,16.1953125
mysqli_prepared_static,15.3121,16.1953125
mysqli_prepared_static,15.2373,16.1953125
mysqli_prepared_static,15.2526,16.1953125
mysqli_prepared_static,15.27,16.1953125
mysqli_prepared_static,16.8274,16.1953125
mysqli_prepared_static,15.0901,16.1953125
mysqli_prepared_static,15.4029,16.1953125
mysqli_prepared_static,16.3662,16.1953125
mysqli_prepared_static,15.2816,16.1953125
mysqli_prepared_static,16.5598,16.1953125
mysqli_prepared_static,16.7336,16.1953125
mysqli_prepared_static,16.3669,16.1953125
mysqli_prepared_static,15.6057,16.1953125
mysqli_prepared_static,15.8671,16.1953125
mysqli_prepared_static,15.3198,16.1953125
mysqli_prepared_static,15.6967,16.1953125
mysqli_prepared_static,15.5104,16.1953125
mysqli_prepared_static,15.3496,16.1953125
mysqli_prepared_static,15.3384,16.1953125
mysqli_prepared_static,15.603,16.1953125
mysqli_prepared_static,14.8607,16.1953125
mysqli_prepared_static,15.2742,16.1953125
mysqli_prepared_static,15.3456,16.1953125
mysqli_prepared_static,15.1229,16.1953125
mysqli_prepared_static,15.2718,16.1953125
mysqli_prepared_static,15.8956,16.1953125
mysqli_prepared_static,21.1504,16.1953125
mysqli_prepared_static,14.9781,16.1953125
mysqli_prepared_static,15.6623,16.1953125
mysqli_prepared_static,15.6701,16.1953125
mysqli_prepared_static,15.2464,16.1953125
mysqli_prepared_static,15.1646,16.1953125
mysqli_prepared_static,15.0948,16.1953125
mysqli_prepared_static,15.4413,16.1953125
mysqli_prepared_static,15.9421,16.1953125
mysqli_prepared_static,15.3179,16.1953125
mysqli_prepared_static,15.0574,16.1953125
mysqli_prepared_static,14.9561,16.1953125
mysqli_prepared_static,15.577,16.1953125
mysqli_prepared_static,15.2434,16.1953125
mysqli_prepared_static,15.0554,16.1953125
mysqli_prepared_static,15.297,16.1953125
mysqli_prepared_static,15.5404,16.1953125
mysqli_prepared_static,15.2078,16.1953125
mysqli_prepared_static,15.9522,16.1953125
mysqli_prepared_static,15.4294,16.1953125
mysqli_prepared_static,15.2927,16.1953125
mysqli_prepared_static,15.3594,16.1953125
mysqli_prepared_static,15.2966,16.1953125
mysqli_prepared_static,15.3668,16.1953125
mysqli_prepared_static,25.8144,16.1953125
mysqli_prepared_static,15.3315,16.1953125
mysqli_prepared_static,15.2293,16.1953125
mysqli_prepared_static,16.4354,16.1953125
mysqli_prepared_static,16.461,16.1953125
mysqli_prepared_static,15.2853,16.1953125
mysqli_prepared_static,15.6118,16.1953125
mysqli_prepared_static,15.4174,16.1953125
mysqli_prepared_static,15.3041,16.1953125
mysqli_prepared_static,15.2153,16.1953125
mysqli_prepared_static,14.9273,16.1953125
mysqli_prepared_static,15.2988,16.1953125
mysqli_prepared_static,14.5063,16.1953125
mysqli_prepared_static,14.7823,16.1953125
mysqli_prepared_static,15.1142,16.1953125
mysqli_prepared_static,15.1174,16.1953125
mysqli_prepared_static,15.0814,16.1953125
mysqli_prepared_static,15.5412,16.1953125
pdo_query_static,15.7861,65.234375
pdo_query_static,15.2978,64.5
pdo_query_static,15.1334,64.5
pdo_query_static,14.7232,64.5
pdo_query_static,15.0302,64.5
pdo_query_static,15.6046,64.5
pdo_query_static,15.3764,64.5
pdo_query_static,15.467,64.5
pdo_query_static,15.0852,64.5
pdo_query_static,16.0183,63.875
pdo_query_static,15.4569,63.875
pdo_query_static,15.3953,63.875
pdo_query_static,16.3456,63.875
pdo_query_static,15.929,63.875
pdo_query_static,15.2948,63.875
pdo_query_static,15.2102,63.875
pdo_query_static,15.3523,63.875
pdo_query_static,15.7305,62.625
pdo_query_static,15.4544,62.625
pdo_query_static,14.9647,62.625
pdo_query_static,15.3902,62.625
pdo_query_static,15.281,62.625
pdo_query_static,15.3512,62.625
pdo_query_static,15.6697,62.625
pdo_query_static,15.3952,62.625
pdo_query_static,15.3274,62.625
pdo_query_static,15.3668,62.625
pdo_query_static,15.5083,62.625
pdo_query_static,14.8264,62.625
pdo_query_static,15.3571,62.625
pdo_query_static,15.3599,62.625
pdo_query_static,15.3786,62.625
pdo_query_static,15.3441,62.625
pdo_query_static,16.075,60.125
pdo_query_static,15.2505,60.125
pdo_query_static,15.3037,60.125
pdo_query_static,15.832,60.125
pdo_query_static,15.3691,60.125
pdo_query_static,15.3893,60.125
pdo_query_static,15.3334,60.125
pdo_query_static,15.3914,60.125
pdo_query_static,15.278,60.125
pdo_query_static,15.1933,60.125
pdo_query_static,15.5147,60.125
pdo_query_static,15.4455,60.125
pdo_query_static,15.823,60.125
pdo_query_static,15.6168,60.125
pdo_query_static,15.4095,60.125
pdo_query_static,16.2634,60.125
pdo_query_static,15.3501,60.125
pdo_query_static,15.2747,60.125
pdo_query_static,16.6247,60.125
pdo_query_static,15.5051,60.125
pdo_query_static,15.4019,60.125
pdo_query_static,15.1834,60.125
pdo_query_static,15.2935,60.125
pdo_query_static,15.3188,60.125
pdo_query_static,15.002,60.125
pdo_query_static,15.3702,60.125
pdo_query_static,15.329,60.125
pdo_query_static,15.0803,60.125
pdo_query_static,15.3473,60.125
pdo_query_static,15.9371,60.125
pdo_query_static,15.2242,60.125
pdo_query_static,15.3258,60.125
pdo_query_static,15.5359,49.125
pdo_query_static,17.3135,49.125
pdo_query_static,15.1488,49.125
pdo_query_static,15.2725,49.125
pdo_query_static,15.2393,49.125
pdo_query_static,15.7462,49.125
